ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,job,housing,loan,contact,emp.var.rate,cons.price.idx,cons.conf.idx,revolve_ind,delq_ind,score
14769,440000,1,1,2,30,390512,200426,170209,136020,NA,78482,10063,7784,4632,3458,2671,2027,services,no,no,cellular,1.4,93.918,-42.7,1,0,0.646404396
14770,190000,2,2,1,35,NA,192058,NA,188649,190700,185912,8900,6700,6699,7400,6900,7400,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.67521721
14771,160000,2,2,1,40,766,766,766,766,0,NA,766,766,766,0,27547,20238,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,0,0.257983795
14772,20000,1,2,1,37,6372,2818,3734,NA,NA,2054,1100,1000,500,2110,2054,2505,entrepreneur,no,no,cellular,1.4,93.918,-42.7,1,0,0.018854607
14773,30000,1,3,1,44,NA,11387,NA,12986,13775,14393,1500,1300,1000,1000,1000,1000,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,1,0.058899478
14774,420000,1,1,1,32,8120,NA,-94,6300,1047,67631,1011,0,6394,1047,67643,2005,self-employed,no,no,cellular,1.4,93.918,-42.7,1,0,0.146724322
14775,370000,2,1,2,28,68452,71014,72547,NA,76058,77572,3513,3046,3000,2589,2603,2695,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.630592099
14776,60000,1,2,2,35,62522,60932,113580,673,28976,29719,0,1680,2752,59358,1231,1200,technician,yes,no,cellular,1.4,93.918,-42.7,0,1,0.717720052
14777,180000,1,2,2,43,106765,99297,69691,71234,72930,75734,10000,5000,2703,3000,4013,10000,blue-collar,no,no,telephone,1.4,93.918,-42.7,1,0,0.361404205
14778,90000,2,3,2,25,16977,19612,NA,NA,10113,10113,3000,3000,0,4500,0,3440,management,no,no,cellular,1.4,93.918,-42.7,1,1,0.947224427
14779,250000,2,2,2,24,69770,70954,70681,69497,41367,17004,3562,1914,1517,2000,8001,295,admin.,yes,no,cellular,1.4,93.918,-42.7,0,1,0.894761577
14780,30000,2,1,2,25,25115,26287,26602,NA,NA,0,1886,1620,0,0,0,0,services,yes,no,cellular,1.4,93.918,-42.7,1,0,0.65104623
14781,140000,1,1,1,41,4523,NA,NA,NA,NA,10832,12171,0,0,0,10832,0,services,yes,no,cellular,1.4,93.918,-42.7,1,1,0.59471041
14782,180000,2,1,2,26,51699,48469,49553,NA,50829,51234,2200,2200,2000,2000,2100,1600,unemployed,no,no,cellular,1.4,93.918,-42.7,1,1,0.461023234
14783,70000,2,1,2,30,12196,13291,14563,14625,15589,NA,1300,1500,600,1200,0,600,technician,yes,no, ,1.4,93.918,-42.7,1,0,0.043575283
14784,320000,2,2,2,36,29862,33785,4900,15813,0,0,5000,4905,15873,0,0,21657,admin.,no,no,cellular,1.4,93.918,-42.7,1,1,0.423506468
14785,150000,1,1,2,28,0,0,NA,65696,67148,68460,0,0,65696,3000,3000,4000,admin.,yes,no,cellular,1.4,93.918,-42.7,1,0,0.957960256
14786,20000,1,2,2,29,3785,4871,7817,7977,0,NA,1154,3100,160,0,0,0,technician,no,no, ,1.4,93.918,-42.7,1,1,0.614817077
14787,30000,1,1,2,25,19041,20232,21293,NA,NA,NA,1500,1400,1100,1100,1003,2000,management,no,no,cellular,1.4,93.918,-42.7,0,0,0.587078773
14788,5.00E+05,1,1,2,31,NA,226716,115610,89359,63609,123128,5614,118640,5841,6000,1.00E+05,5000,technician,no,no,cellular,1.4,93.918,-42.7,0,1,0.988394387
14789,30000,2,2,2,22,200,200,NA,29847,30089,27957,0,0,29847,340,0,0,unknown,yes,yes,cellular,1.4,93.918,-42.7,0,0,0.557628107
14790,50000,1,2,3,41,780,12667,6713,NA,NA,4048,12667,1055,184,182,153,100,unknown,yes,no,cellular,1.4,93.918,-42.7,1,0,0.541418631
14791,20000,1,3,1,44,5855,6874,8037,NA,NA,9468,1122,1285,500,307,1182,0,blue-collar,yes,yes,cellular,1.4,93.918,-42.7,1,0,0.573495962
14792,10000,2,3,1,51,103,-677,-677,-1067,-747,71,0,0,0,1100,818,1418,management,yes,no,cellular,1.4,93.918,-42.7,1,1,0.61318576
14793,5.00E+05,2,3,1,45,338,NA,98,522,285,NA,338,98,522,285,950,285,management,yes,no,cellular,1.4,93.918,-42.7,1,0,0.648064038
14794,20000,1,1,2,25,2902,6888,7638,7388,NA,33327,4200,1000,0,0,27150,900,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,0,0.161783349
14795,2.00E+05,2,1,1,28,40559,44565,46815,52978,53970,56064,5000,3000,7000,2000,3000,3000,services,yes,yes,cellular,1.4,93.918,-42.7,0,0,0.869676775
14796,10000,1,2,1,31,6106,7199,10215,9943,9758,9335,1200,4442,0,1200,1200,0,blue-collar,no,no,cellular,1.4,93.918,-42.7,1,1,0.521664557
14797,50000,2,3,1,43,44865,46760,47390,44520,45310,44430,2923,1700,0,3500,0,2000,management,no,no,cellular,1.4,93.918,-42.7,0,1,0.713335149
14798,320000,2,2,1,35,177391,182132,101849,92474,95279,77536,8200,4364,18000,4000,2576,5000,technician,no,no,cellular,1.4,93.918,-42.7,0,0,0.269381942
14799,50000,1,2,1,41,48729,19598,0,0,NA,NA,1000,402,0,0,402,19603,retired,no,no,cellular,1.4,93.918,-42.7,0,1,0.07176812
14800,30000,2,1,1,41,15636,4542,4075,3668,NA,0,2000,1000,1000,1000,1800,0,admin.,no,no,cellular,1.4,93.918,-42.7,1,1,0.346607556
14801,110000,1,3,2,36,2509,1260,0,NA,0,0,1260,0,0,0,0,0,retired,yes,no,cellular,1.4,93.918,-42.7,0,1,0.285563119
14802,50000,2,1,1,35,0,354,134,134,0,NA,354,134,0,0,0,190,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,0,0.567690254
14803,140000,2,1,2,29,112592,108669,110174,NA,113439,NA,0,5500,4900,5000,4112,4500,admin.,no,yes,telephone,1.4,93.918,-42.7,1,0,0.415879315
14804,90000,2,1,1,44,539,0,0,NA,0,0,0,0,0,0,0,0,retired,yes,no,cellular,1.4,93.918,-42.7,1,1,0.669085563
14805,60000,1,2,1,49,59578,66781,65508,17677,19481,19205,22000,2188,2501,2512,4005,2604,technician,yes,no,cellular,1.4,93.918,-42.7,1,0,0.2189345
14806,20000,1,2,2,24,16276,16715,18327,17735,19446,18988,1000,2200,0,2000,0,1200,admin.,yes,no,cellular,1.4,93.918,-42.7,1,0,0.683518462
14807,340000,2,1,1,62,509365,522309,534137,466565,466774,471573,20309,20137,16565,16774,21573,21000,technician,no,no,cellular,1.4,93.918,-42.7,1,0,0.983644019
14808,30000,1,2,2,29,31986,31189,29634,28174,NA,24449,0,4,1020,1110,989,982,admin.,yes,yes,cellular,1.4,93.918,-42.7,1,0,0.869127648
14809,170000,1,1,1,35,481,326,526,526,635,760,326,526,526,635,760,526,technician,no,no,cellular,1.4,93.918,-42.7,0,0,0.301985428
14810,130000,1,1,1,45,53709,55244,58716,NA,61240,61284,3000,5000,0,5000,1200,3000,technician,no,no,cellular,1.4,93.918,-42.7,1,0,0.111176856
14811,250000,2,2,1,44,NA,8837,8535,10647,10352,12788,3000,0,3000,0,3000,3000,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,0,0.669272244
14812,2.00E+05,2,2,1,36,NA,1308,1662,NA,34902,390,1308,1662,14987,34902,390,7500,blue-collar,no,no, ,1.4,93.918,-42.7,0,0,0.083439376
14813,10000,2,2,1,49,NA,4116,NA,5543,5605,5717,1073,1237,500,300,205,300,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,1,0.893643678
14814,180000,2,2,2,29,13936,0,0,0,NA,440,0,0,0,1030,0,0,admin.,yes,no,cellular,1.4,93.918,-42.7,1,0,0.452971466
14815,230000,2,1,2,29,8916,318,725,2586,NA,4260,318,725,2592,3198,4260,4944,services,yes,no,cellular,1.4,93.918,-42.7,0,1,0.187726248
14816,2.00E+05,2,3,1,45,11025,6959,887,1462,NA,17933,6959,887,1462,15195,17933,887,blue-collar,no,no, ,1.4,93.918,-42.7,0,0,0.857838189
14817,90000,2,3,2,33,130765,98506,94475,39368,NA,424,4800,4000,1000,698,424,26979,self-employed,no,no,cellular,1.4,93.918,-42.7,0,0,0.707232772
14818,130000,1,3,2,28,3964,NA,0,631,NA,427,600,0,631,0,427,1747,admin.,yes,no,cellular,1.4,93.918,-42.7,0,1,0.931037041
14819,230000,1,1,2,26,NA,19686,3036,4806,-1,1699,19686,4000,4806,0,1700,3658,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.513291163
14820,320000,1,2,2,36,NA,302561,NA,275361,NA,256974,21041,1514,9122,9518,9209,10213,services,no,yes, ,1.4,93.918,-42.7,1,1,0.122775384
14821,30000,1,3,2,34,24367,28682,27922,28632,NA,30891,4723,0,1173,1056,2300,0,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,1,0.856993668
14822,80000,2,2,2,25,57994,17695,7987,2622,NA,-331,3327,44,2629,2457,0,0,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.12353515
14823,80000,2,1,1,35,1000,NA,0,0,490,707,0,0,0,490,707,450,services,yes,no,cellular,1.4,93.918,-42.7,0,0,0.286330986
14824,260000,2,2,1,45,7893,5923,5601,NA,NA,5963,5923,5601,5482,5911,5963,5757,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.962566709
14825,20000,1,3,2,26,14081,15835,16985,19985,9421,9764,2000,2000,3000,1000,500,1000,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.849098796
14826,2.00E+05,2,2,1,34,795,1795,3618,0,1496,0,1000,3618,0,1496,0,0,technician,yes,no, ,1.4,93.918,-42.7,0,1,0.259633751
14827,80000,2,2,2,23,54658,45978,NA,NA,23304,NA,5573,5,2000,1000,132,1998,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,1,0.853016347
14828,1.00E+05,2,1,2,42,60380,58567,79527,18950,19667,18531,2200,22004,656,1000,396,300,admin.,yes,no,cellular,1.4,93.918,-42.7,1,0,0.367017981
14829,150000,2,5,1,35,39708,37441,NA,33567,32447,32592,1608,1510,1170,1183,1140,1141,admin.,no,no,cellular,1.4,93.918,-42.7,1,1,0.0304257
14830,80000,2,1,2,27,76306,75970,77468,60167,57474,58815,3600,3574,2300,2300,2300,2200,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,0,0.645928439
14831,20000,2,2,2,48,7684,8565,4519,3520,NA,5285,1200,2008,1680,0,5285,0,admin.,no,no,cellular,1.4,93.918,-42.7,0,1,0.251037764
14832,2.00E+05,2,2,1,26,15150,16311,16900,NA,0,282,1411,1000,5000,0,282,8423,admin.,yes,no,cellular,1.4,93.918,-42.7,1,1,0.715404378
14833,120000,2,2,1,41,36850,40232,41256,44063,46686,48768,4000,2000,3500,3500,3000,0,technician,yes,no,telephone,1.4,93.918,-42.7,1,1,0.452689464
14834,30000,1,3,2,50,46868,42397,38569,33570,19895,30125,1800,2200,1400,2000,30000,997,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,0,0.882070799
14835,2.00E+05,1,1,2,37,118134,126591,134110,139209,135902,138997,15034,20038,20019,5014,10047,10238,technician,yes,no,cellular,1.4,93.918,-42.7,0,1,0.043028041
14836,80000,2,3,2,38,77929,NA,NA,61360,49359,48253,3006,2747,2344,1756,1758,1717,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.155765986
14837,280000,2,1,1,46,11967,183,1699,NA,NA,0,183,1699,0,2722,0,1041,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.411531024
14838,5.00E+05,1,1,2,40,353356,320704,NA,317546,279250,239172,17000,11684,15000,8995,9457,10000,blue-collar,yes,no, ,1.4,93.918,-42.7,1,0,0.39874649
14839,120000,2,1,1,37,696,-4,1878,407,247,1817,0,1882,407,247,2000,0,admin.,yes,no,cellular,1.4,93.918,-42.7,1,0,0.230594789
14840,220000,2,2,1,41,4016,3962,NA,3054,3054,0,3000,2000,3200,3054,0,0,services,no,no,cellular,1.4,93.918,-42.7,1,0,0.050369494
14841,360000,1,2,1,34,6287,3580,2224,1206,-11,2216,2505,5,12,0,2227,0,services,yes,no,cellular,1.4,93.918,-42.7,1,0,0.339009549
14842,210000,2,1,1,35,142422,143650,0,NA,0,0,6500,0,0,0,0,0,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,0,0.147906766
14843,160000,2,1,1,28,4529,4269,NA,NA,780,0,0,0,0,0,0,0,admin.,no,no, ,1.4,93.918,-42.7,1,0,0.455118809
14844,1.00E+05,2,1,2,29,0,0,0,0,NA,0,0,0,0,0,0,0,admin.,yes,no,cellular,1.4,93.918,-42.7,0,1,0.796087807
14845,4.00E+05,2,1,2,31,4209,14858,28082,NA,68992,27613,14894,28222,20214,57060,16017,115710,unemployed,yes,yes,cellular,1.4,93.918,-42.7,1,1,0.487510487
14846,110000,2,2,1,46,111301,69352,58442,55485,53539,41193,3075,3000,2000,2941,1512,2040,services,yes,no,cellular,1.4,93.918,-42.7,1,1,0.865706193
14847,360000,1,1,1,37,0,0,0,NA,0,0,0,0,0,0,0,0,unemployed,yes,no,cellular,1.4,93.918,-42.7,0,0,0.699925369
14848,5.00E+05,2,2,1,48,39734,149570,137549,130893,NA,144938,117243,4500,4500,5000,50000,4578,management,no,no,cellular,1.4,93.918,-42.7,0,1,0.21057395
14849,130000,1,2,2,27,116646,113851,110317,108099,106028,104253,5578,4000,3863,3831,4136,5385,services,no,no,cellular,1.4,93.918,-42.7,0,0,0.726875209
14850,60000,2,1,2,26,17873,NA,2933,2933,4933,1983,3000,1000,0,2000,0,13072,retired,no,no,cellular,1.4,93.918,-42.7,0,1,0.212117303
14851,240000,1,1,1,39,NA,2300,6904,15980,0,9060,3000,7104,15980,0,9060,3935,blue-collar,yes,yes,cellular,1.4,93.918,-42.7,0,0,0.321244697
14852,1.00E+05,2,2,1,40,-14,1452,NA,NA,NA,0,1466,4091,3020,5955,0,2835,retired,yes,no,cellular,1.4,93.918,-42.7,0,0,0.919299488
14853,150000,2,2,1,38,5195,4177,7444,19997,4095,52207,4185,7447,20013,4095,25869,0,admin.,yes,no,cellular,1.4,93.918,-42.7,0,1,0.55470422
14854,290000,1,2,1,39,209265,215887,220787,223810,NA,234257,10000,10000,8165,9000,10000,7010,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,1,0.237735851
14855,50000,1,2,2,43,34110,3552,0,0,0,0,3505,0,0,0,0,0,retired,unknown,unknown,cellular,1.4,93.918,-42.7,0,0,0.844113456
14856,30000,2,2,2,46,8891,24501,24886,25014,29356,25515,28001,1245,763,5000,1164,9114,admin.,yes,no,cellular,1.4,93.918,-42.7,1,1,0.481682535
14857,210000,2,2,1,35,1338,1508,NA,NA,2454,946,1508,1409,1549,2454,946,1525,technician,yes,no,cellular,1.4,93.918,-42.7,1,0,0.893102189
14858,1.00E+05,2,1,2,30,14729,5691,11440,7470,44097,56328,0,6000,0,44097,15000,0,technician,yes,no,cellular,1.4,93.918,-42.7,1,1,0.946693415
14859,30000,2,3,2,40,780,390,650,260,NA,-20,0,650,0,500,0,800,housemaid,yes,no,cellular,1.4,93.918,-42.7,0,1,0.990756323
14860,30000,2,3,2,34,9318,10621,15685,NA,0,0,10621,15685,5827,0,0,0,admin.,yes,no,telephone,1.4,93.918,-42.7,0,0,0.069313411
14861,80000,2,3,1,34,78489,76697,74847,NA,NA,79953,0,0,6000,0,3200,3000,blue-collar,no,no,cellular,1.4,93.918,-42.7,1,1,0.381032897
14862,30000,2,2,2,24,2550,2550,2550,2550,NA,2550,0,0,0,0,0,0,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.340509689
14863,70000,2,3,2,41,32581,32888,33481,NA,NA,34327,2000,1500,1138,1806,1383,1250,self-employed,yes,no,cellular,1.4,93.918,-42.7,0,1,0.784250398
14864,470000,2,1,2,27,NA,3182,NA,NA,6556,3772,3182,1512,3657,6556,3772,957,technician,yes,no,cellular,1.4,93.918,-42.7,1,1,0.039245506
14865,180000,2,1,1,39,0,0,0,0,0,0,0,0,0,0,0,0,housemaid,no,no,cellular,1.4,93.918,-42.7,0,1,0.858465506
14866,20000,1,2,1,32,17106,NA,19424,19208,19600,20000,1458,1600,384,392,400,0,admin.,yes,no,cellular,1.4,93.918,-42.7,0,0,0.239462639
14867,420000,1,1,1,60,195379,198147,200431,200252,NA,205082,8003,7529,10005,8015,10018,7715,admin.,yes,no,cellular,1.4,93.918,-42.7,0,0,0.030913794
14868,1.00E+05,2,2,2,29,95205,102039,99504,NA,99711,97944,9300,0,3400,6800,0,3500,admin.,no,no,cellular,1.4,93.918,-42.7,0,1,0.830884959
14869,130000,2,3,1,53,18614,20343,NA,24296,25436,NA,2343,2386,2296,1536,2451,2659,blue-collar,yes,no,telephone,1.4,93.918,-42.7,0,0,0.366333731
14870,2.00E+05,1,1,1,34,780,0,NA,3672,390,390,0,390,3672,390,390,390,services,yes,yes,cellular,1.4,93.918,-42.7,1,0,0.523949427
14871,150000,1,1,2,44,10710,4982,NA,56800,54588,-7,137,15800,56800,0,7,79447,admin.,yes,no,cellular,1.4,93.918,-42.7,1,0,0.91714889
14872,410000,2,1,2,30,6972,NA,15106,15313,10959,8341,3188,15106,6000,0,8341,17331,admin.,yes,yes,cellular,1.4,93.918,-42.7,1,0,0.972887336
14873,30000,1,1,1,40,1047,447,318,258,0,318,447,318,258,0,318,1991,services,yes,no,cellular,1.4,93.918,-42.7,1,0,0.895537959
14874,20000,1,2,2,23,9352,9059,9823,NA,NA,0,0,1000,200,0,0,0,retired,yes,no,cellular,1.4,93.918,-42.7,1,0,0.067972069
14875,130000,2,2,2,30,126834,128882,15621,0,0,0,5802,1000,0,0,0,0,services,no,no,cellular,1.4,93.918,-42.7,1,0,0.874501239
14876,180000,2,1,2,28,0,0,0,1430,0,0,0,0,1430,0,0,0,management,yes,no,cellular,1.4,93.918,-42.7,1,0,0.940881702
14877,120000,1,1,2,32,45117,45607,46247,NA,45854,45191,3000,3000,2000,2000,1500,1500,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.327577655
14878,190000,2,3,1,27,43903,53382,NA,2921,NA,108642,10882,0,2921,107441,4000,3700,services,no,no,cellular,1.4,93.918,-42.7,0,1,0.203855241
14879,30000,2,2,1,53,26891,28151,28827,NA,NA,27116,2000,1500,1000,1000,1351,1000,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,0,0.337127086
14880,170000,1,1,2,28,73254,68005,63311,57304,51663,45795,2500,3000,2200,2000,1700,1500,technician,yes,no,telephone,1.4,93.918,-42.7,0,0,0.795197153
14881,120000,1,3,1,32,110826,113572,114719,NA,117729,120601,6000,4500,4400,4000,5000,4700,management,no,no,cellular,1.4,93.918,-42.7,1,0,0.222320921
14882,50000,1,2,2,34,35548,31713,50319,42805,39207,50155,0,21220,13,1510,15018,21,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,0,0.200716114
14883,1.00E+05,1,2,2,50,0,2976,44591,8910,NA,NA,2976,44591,0,0,0,0,services,yes,no,cellular,1.4,93.918,-42.7,1,0,0.081753201
14884,20000,2,2,2,26,10372,12897,12393,NA,13817,14434,3000,0,2000,0,1000,3000,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.51117253
14885,40000,1,1,2,25,511,513,1531,NA,506,499,513,1531,0,0,499,0,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,1,0.333340948
14886,3.00E+05,1,1,1,45,1095,2930,2228,452,0,0,2941,2228,452,0,0,0,blue-collar,no,no,cellular,1.4,93.918,-42.7,1,1,0.838184847
14887,230000,2,3,1,37,0,0,NA,0,2533,0,0,0,0,2533,0,500,technician,no,no,cellular,1.4,93.918,-42.7,0,0,0.426586675
14888,280000,2,1,1,38,5165,8559,6455,544,0,4694,6455,11,5,0,4694,5292,admin.,no,no,cellular,1.4,93.918,-42.7,0,0,0.762403574
14889,450000,2,1,3,37,NA,0,0,NA,0,0,0,0,0,0,0,0,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,0,0.629245116
14890,260000,1,2,2,30,7426,6887,7757,NA,8407,8681,2000,1757,2000,2000,2000,2000,self-employed,yes,no,telephone,1.4,93.918,-42.7,1,0,0.78377655
14891,50000,2,3,1,39,43994,33508,37600,NA,0,-5000,5000,5000,0,0,0,5000,services,no,no,cellular,1.4,93.918,-42.7,0,0,0.761895272
14892,50000,2,2,1,29,2550,NA,NA,NA,NA,1950,0,0,0,0,0,0,blue-collar,no,no,cellular,1.4,93.918,-42.7,1,1,0.151701624
14893,240000,2,2,1,36,227797,192920,NA,NA,186501,187457,10011,7722,9000,8000,7000,7000,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.368697005
14894,70000,2,2,1,32,22914,23953,NA,24584,NA,26654,1700,0,2000,0,3000,600,services,yes,no,telephone,1.4,93.918,-42.7,0,1,0.81687482
14895,60000,2,2,2,30,60922,59205,60850,40548,40580,40416,3205,2850,1578,1580,1416,2512,services,yes,no,cellular,1.4,93.918,-42.7,0,1,0.973224874
14896,230000,2,2,1,31,160413,149267,126107,105831,82694,65983,6011,5012,2000,2300,2400,1500,entrepreneur,yes,no,cellular,1.4,93.918,-42.7,1,1,0.052079251
14897,30000,1,1,2,27,27159,27577,28838,28085,28428,29430,1500,1749,1200,1100,1465,1386,services,yes,no,cellular,1.4,93.918,-42.7,0,1,0.066324579
14898,80000,2,3,1,29,80867,75615,77343,78883,NA,80296,0,3000,2744,3022,6000,2800,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.961390243
14899,360000,2,2,1,40,NA,0,NA,0,NA,0,0,0,0,0,0,0,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,1,0.333274744
14900,2.00E+05,2,1,1,49,NA,27254,36052,38440,NA,49699,10000,10021,5000,6000,10000,10000,admin.,yes,no, ,1.4,93.918,-42.7,0,1,0.180876196
14901,150000,2,1,2,37,180,1582,NA,NA,NA,-13,1402,0,3244,0,0,0,technician,no,no,cellular,1.4,93.918,-42.7,0,0,0.031282868
14902,260000,2,1,1,42,387,616,450,773,268,402,616,450,773,268,402,334,retired,yes,yes,cellular,1.4,93.918,-42.7,0,1,0.903706194
14903,180000,2,2,2,24,126420,130905,136925,NA,24610,NA,6519,10000,3000,2000,2000,1000,blue-collar,yes,no, ,1.4,93.918,-42.7,1,1,0.882311524
14904,220000,2,3,1,32,8178,NA,9110,6401,7084,5625,9140,9046,6007,5030,5019,5018,housemaid,no,no,cellular,1.4,93.918,-42.7,0,1,0.860004124
14905,180000,2,1,2,40,42790,NA,NA,46121,NA,NA,1800,2000,2000,2332,5000,1000,blue-collar,no,no,cellular,1.4,93.918,-42.7,1,1,0.717018366
14906,90000,2,6,3,46,77263,26691,NA,20422,20327,13619,8333,1494,600,1000,1000,257,admin.,no,no,telephone,1.4,93.918,-42.7,0,1,0.382885926
14907,20000,1,2,2,24,14558,17212,16635,16678,NA,17563,3200,0,600,1840,800,626,blue-collar,no,no,cellular,1.4,93.918,-42.7,1,1,0.844541671
14908,290000,2,2,2,31,NA,176718,181392,173856,172835,176710,8100,9000,6500,7000,6800,7000,services,no,no,cellular,1.4,93.918,-42.7,1,1,0.321743984
14909,210000,1,2,1,35,396,1188,792,396,396,396,1188,0,0,396,396,396,unemployed,no,no,cellular,1.4,93.918,-42.7,0,1,0.898210791
14910,20000,1,1,2,31,18551,19595,20546,20250,19754,NA,1647,1598,692,697,777,797,admin.,no,no,cellular,1.4,93.918,-42.7,1,1,0.715078827
14911,310000,2,1,2,27,115126,NA,102306,NA,NA,NA,5222,5197,4000,5000,3980,3271,technician,no,no,telephone,1.4,93.918,-42.7,1,0,0.265730368
14912,240000,1,2,1,42,66394,63650,7117,NA,5530,67010,1273,7117,2905,5530,46275,17446,services,no,no,cellular,1.4,93.918,-42.7,1,0,0.017510202
14913,330000,2,2,1,42,-4,8223,2996,207,-3,500,15450,0,209,3,503,0,housemaid,no,no,cellular,1.4,93.918,-42.7,1,0,0.190126082
14914,310000,2,2,2,29,NA,1340,9794,NA,8944,88643,1340,9794,7004,1000,89137,4150,technician,no,no,cellular,1.4,93.918,-42.7,0,0,0.040364124
14915,30000,1,2,2,26,200,200,200,200,200,200,0,0,0,0,0,0,blue-collar,unknown,unknown,cellular,1.4,93.918,-42.7,1,0,0.610962191
14916,470000,1,1,1,37,134561,226498,165474,NA,119006,110780,150055,7046,10000,15029,15017,10023,admin.,yes,no,cellular,1.4,93.918,-42.7,0,1,0.033203965
14917,280000,2,1,1,56,89739,73565,77944,NA,79277,78723,4000,6000,6000,7000,5000,5000,blue-collar,no,no,cellular,1.4,93.918,-42.7,1,0,0.680406146
14918,120000,2,1,1,34,0,0,NA,NA,0,0,0,0,0,0,0,0,admin.,yes,no,cellular,1.4,93.918,-42.7,0,1,0.827189707
14919,240000,1,2,2,28,4882,5205,2747,4594,4092,4361,5220,2773,4614,4104,4374,2443,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.834813892
14920,8.00E+05,1,2,1,53,7639,NA,64535,40814,12590,9339,11145,64657,131,247,9366,63482,blue-collar,yes,yes,cellular,1.4,93.918,-42.7,0,0,0.745206974
14921,320000,2,1,2,30,NA,7025,1189,0,2701,2043,7025,1189,0,2701,2043,0,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.790837083
14922,140000,2,1,1,34,103288,98632,93615,91282,NA,87812,4500,4126,3509,3500,4000,3500,admin.,no,no,cellular,1.4,93.918,-42.7,1,0,0.537734264
14923,20000,1,2,2,25,8880,9889,10087,9585,NA,10965,1500,700,0,1000,1400,0,technician,yes,no,cellular,1.4,93.918,-42.7,0,1,0.270389936
14924,160000,2,2,2,43,0,0,0,NA,0,695,0,0,0,0,695,0,management,no,no, ,1.4,93.918,-42.7,0,1,0.422403229
14925,280000,2,2,1,38,237821,223180,237301,201226,207802,219281,11000,20000,10000,10000,15000,10000,technician,no,no,cellular,1.4,93.918,-42.7,1,1,0.546669085
14926,330000,2,2,2,33,166917,159118,149325,NA,138627,139977,7400,6600,4800,5000,5400,5100,technician,yes,no,cellular,1.4,93.918,-42.7,0,0,0.841407342
14927,230000,2,1,1,24,NA,35000,44884,NA,6905,237,35000,44884,202,405,237,3566,student,no,no,cellular,1.4,93.918,-42.7,0,0,0.379051666
14928,50000,1,2,2,25,NA,780,0,0,NA,0,0,0,0,0,0,0,admin.,no,no,telephone,1.4,93.918,-42.7,0,1,0.496728217
14929,210000,2,2,2,33,21854,17376,18796,NA,NA,121476,2269,3000,100004,4000,3687,3500,blue-collar,yes,no,cellular,1.4,93.918,-42.7,0,1,0.851048592
14930,170000,1,2,2,29,0,0,0,0,NA,0,0,0,0,0,0,0,blue-collar,no,no,cellular,1.4,93.918,-42.7,0,1,0.463266055
14931,220000,1,1,2,47,NA,162791,167631,169593,NA,183598,6000,7536,6231,6271,13500,0,entrepreneur,yes,no,cellular,1.4,93.918,-42.7,1,1,0.532225891
14932,90000,1,1,2,30,1166,1918,930,930,NA,930,1918,1194,930,2250,930,930,admin.,no,no,cellular,1.4,93.918,-42.7,1,1,0.534723294
14933,20000,1,2,1,26,11338,10870,12380,11884,12894,12540,0,2000,0,1203,0,1700,blue-collar,yes,no,cellular,1.4,93.918,-42.7,1,0,0.955121988
14934,480000,2,2,1,31,20824,21960,20885,19949,23031,27176,5004,5000,795,5000,5000,10000,management,yes,no,cellular,1.4,93.918,-42.7,0,1,0.353624712
